checkout_timestamp,cart_id,item_name,product_category,gmv,discount_percent,shipping_state,customer_email_domain,source_medium
2023-01-01 18:30:00,CART-1037,Mechanical Keyboard,Peripherals,132.32,20,NY,gmail.com,direct
2023-01-01 19:00:00,CART-1038,Phone Case,Audio,109.97,15,NY,yahoo.com,facebook/social
2023-01-01 19:30:00,CART-1039,Phone Case,Peripherals,187.92,0,NY,gmail.com,google/cpc
2023-01-01 20:00:00,CART-1040,Mechanical Keyboard,Accessories,248.42,0,IL,outlook.com,direct
2023-01-01 20:30:00,CART-1041,Mechanical Keyboard,Accessories,167.18,0,NY,outlook.com,facebook/social
2023-01-01 21:00:00,CART-1042,Wireless Earbuds,Peripherals,137.56,20,TX,yahoo.com,facebook/social
2023-01-01 21:30:00,CART-1043,Gaming Mouse,Accessories,173.27,10,NY,yahoo.com,email
2023-01-01 22:00:00,CART-1044,Mechanical Keyboard,Audio,55.85,0,IL,outlook.com,email
2023-01-01 22:30:00,CART-1045,Gaming Mouse,Peripherals,129.07,20,NY,yahoo.com,email
2023-01-01 23:00:00,CART-1046,Gaming Mouse,Accessories,146.47,15,NY,yahoo.com,email
2023-01-01 23:30:00,CART-1047,Phone Case,Accessories,124.05,15,IL,gmail.com,facebook/social
2023-01-02 00:00:00,CART-1048,Phone Case,Audio,230.67,15,IL,outlook.com,facebook/social
2023-01-02 00:30:00,CART-1049,Gaming Mouse,Peripherals,173.86,15,IL,outlook.com,email
2023-01-02 01:00:00,CART-1050,Phone Case,Peripherals,135.04,10,CA,outlook.com,facebook/social
2023-01-02 01:30:00,CART-1051,Mechanical Keyboard,Audio,89.16,15,IL,yahoo.com,google/cpc
2023-01-02 02:00:00,CART-1052,Wireless Earbuds,Audio,168.51,15,NY,outlook.com,email
2023-01-02 02:30:00,CART-1053,Wireless Earbuds,Audio,245.33,10,IL,outlook.com,email
2023-01-02 03:00:00,CART-1054,Gaming Mouse,Peripherals,166.23,20,CA,gmail.com,direct
2023-01-02 03:30:00,CART-1055,Wireless Earbuds,Audio,230.37,0,FL,yahoo.com,google/cpc
2023-01-02 04:00:00,CART-1056,Mechanical Keyboard,Audio,182.39,15,CA,yahoo.com,direct
2023-01-02 04:30:00,CART-1057,Phone Case,Peripherals,115.17,20,TX,yahoo.com,direct
2023-01-02 05:00:00,CART-1058,Mechanical Keyboard,Accessories,245.79,15,CA,gmail.com,direct
2023-01-02 05:30:00,CART-1059,Mechanical Keyboard,Peripherals,183.46,10,CA,outlook.com,google/cpc
2023-01-02 06:00:00,CART-1060,Phone Case,Peripherals,113.41,15,TX,outlook.com,google/cpc
2023-01-02 06:30:00,CART-1061,Gaming Mouse,Peripherals,214.14,10,NY,outlook.com,facebook/social
2023-01-02 07:00:00,CART-1062,Gaming Mouse,Accessories,215.13,15,TX,gmail.com,direct
2023-01-02 07:30:00,CART-1063,Phone Case,Audio,171.29,10,FL,yahoo.com,email
2023-01-02 08:00:00,CART-1064,Mechanical Keyboard,Accessories,238.64,0,FL,outlook.com,email
2023-01-02 08:30:00,CART-1065,Gaming Mouse,Accessories,82.34,20,FL,yahoo.com,facebook/social
2023-01-02 09:00:00,CART-1066,Phone Case,Audio,168.71,15,FL,yahoo.com,direct
2023-01-02 09:30:00,CART-1067,Wireless Earbuds,Audio,57.4,0,NY,outlook.com,facebook/social
2023-01-02 10:00:00,CART-1068,Gaming Mouse,Peripherals,75.9,10,TX,outlook.com,facebook/social
2023-01-02 10:30:00,CART-1069,Wireless Earbuds,Audio,220.39,15,TX,yahoo.com,facebook/social
2023-01-02 11:00:00,CART-1070,Phone Case,Peripherals,15.29,20,IL,outlook.com,email
2023-01-02 11:30:00,CART-1071,Mechanical Keyboard,Peripherals,204.28,10,TX,yahoo.com,google/cpc
2023-01-02 12:00:00,CART-1072,Gaming Mouse,Accessories,45.59,15,IL,yahoo.com,direct
2023-01-02 12:30:00,CART-1073,Mechanical Keyboard,Audio,203.32,20,CA,yahoo.com,email
2023-01-02 13:00:00,CART-1074,Mechanical Keyboard,Accessories,67.33,15,TX,gmail.com,google/cpc
2023-01-02 13:30:00,CART-1075,Wireless Earbuds,Peripherals,94.19,0,IL,outlook.com,google/cpc
2023-01-02 14:00:00,CART-1076,Phone Case,Accessories,229.69,10,FL,yahoo.com,direct
2023-01-02 14:30:00,CART-1077,Gaming Mouse,Accessories,140.32,10,IL,outlook.com,direct
2023-01-02 15:00:00,CART-1078,Mechanical Keyboard,Accessories,175.4,0,NY,outlook.com,direct
2023-01-02 15:30:00,CART-1079,Wireless Earbuds,Audio,17.66,20,NY,gmail.com,direct
2023-01-02 16:00:00,CART-1080,Phone Case,Peripherals,32.23,0,IL,gmail.com,email
2023-01-02 16:30:00,CART-1081,Mechanical Keyboard,Audio,212.94,0,NY,outlook.com,facebook/social
2023-01-02 17:00:00,CART-1082,Phone Case,Peripherals,105.35,10,NY,yahoo.com,facebook/social
2023-01-02 17:30:00,CART-1083,Phone Case,Accessories,94.56,0,FL,outlook.com,email
2023-01-02 18:00:00,CART-1084,Mechanical Keyboard,Accessories,166.69,10,CA,outlook.com,facebook/social
2023-01-02 18:30:00,CART-1085,Gaming Mouse,Accessories,156.54,10,CA,outlook.com,email
2023-01-02 19:00:00,CART-1086,Gaming Mouse,Accessories,153.01,20,TX,gmail.com,google/cpc
2023-01-02 19:30:00,CART-1087,Mechanical Keyboard,Accessories,19.23,0,TX,outlook.com,email
2023-01-02 20:00:00,CART-1088,Phone Case,Accessories,231.4,0,FL,outlook.com,facebook/social
2023-01-02 20:30:00,CART-1089,Phone Case,Accessories,120.22,0,FL,yahoo.com,email
2023-01-02 21:00:00,CART-1090,Gaming Mouse,Peripherals,228.24,20,FL,yahoo.com,facebook/social
2023-01-02 21:30:00,CART-1091,Gaming Mouse,Accessories,164.88,0,NY,outlook.com,email
2023-01-02 22:00:00,CART-1092,Wireless Earbuds,Accessories,55.82,20,FL,gmail.com,facebook/social
2023-01-02 22:30:00,CART-1093,Gaming Mouse,Accessories,121.09,15,FL,gmail.com,google/cpc
2023-01-02 23:00:00,CART-1094,Wireless Earbuds,Audio,94.44,20,TX,gmail.com,google/cpc
2023-01-02 23:30:00,CART-1095,Phone Case,Peripherals,19.16,10,IL,gmail.com,google/cpc
2023-01-03 00:00:00,CART-1096,Mechanical Keyboard,Peripherals,20.87,10,IL,yahoo.com,google/cpc
2023-01-03 00:30:00,CART-1097,Gaming Mouse,Audio,152.17,0,NY,gmail.com,direct
2023-01-03 01:00:00,CART-1098,Mechanical Keyboard,Accessories,62.8,15,CA,gmail.com,email
2023-01-03 01:30:00,CART-1099,Wireless Earbuds,Accessories,170.31,20,CA,gmail.com,direct
2023-01-03 02:00:00,CART-1100,Phone Case,Peripherals,181.11,0,TX,outlook.com,direct
2023-01-03 02:30:00,CART-1101,Wireless Earbuds,Accessories,139.45,20,NY,outlook.com,direct
2023-01-03 03:00:00,CART-1102,Wireless Earbuds,Accessories,87.34,20,NY,outlook.com,google/cpc
2023-01-03 03:30:00,CART-1103,Wireless Earbuds,Peripherals,133.66,20,NY,yahoo.com,facebook/social
2023-01-03 04:00:00,CART-1104,Mechanical Keyboard,Accessories,197.94,20,NY,outlook.com,direct
2023-01-03 04:30:00,CART-1105,Mechanical Keyboard,Peripherals,229.23,10,FL,outlook.com,google/cpc
2023-01-03 05:00:00,CART-1106,Mechanical Keyboard,Audio,62.24,0,TX,outlook.com,facebook/social
2023-01-03 05:30:00,CART-1107,Wireless Earbuds,Peripherals,102.25,10,FL,outlook.com,direct
2023-01-03 06:00:00,CART-1108,Phone Case,Accessories,196.48,20,FL,outlook.com,google/cpc
2023-01-03 06:30:00,CART-1109,Phone Case,Audio,59.23,20,TX,gmail.com,direct
2023-01-03 07:00:00,CART-1110,Wireless Earbuds,Audio,44.56,20,FL,yahoo.com,google/cpc
2023-01-03 07:30:00,CART-1111,Phone Case,Peripherals,174.43,15,IL,yahoo.com,google/cpc
2023-01-03 08:00:00,CART-1112,Gaming Mouse,Accessories,168.75,10,CA,gmail.com,google/cpc
2023-01-03 08:30:00,CART-1113,Mechanical Keyboard,Audio,94.08,10,NY,yahoo.com,direct
2023-01-03 09:00:00,CART-1114,Phone Case,Audio,167.24,15,IL,outlook.com,facebook/social
2023-01-03 09:30:00,CART-1115,Phone Case,Accessories,191.39,20,IL,yahoo.com,google/cpc
2023-01-03 10:00:00,CART-1116,Mechanical Keyboard,Peripherals,53.17,10,FL,gmail.com,google/cpc
2023-01-03 10:30:00,CART-1117,Gaming Mouse,Accessories,69.56,10,IL,yahoo.com,direct
2023-01-03 11:00:00,CART-1118,Mechanical Keyboard,Audio,209.16,10,CA,yahoo.com,direct
2023-01-03 11:30:00,CART-1119,Wireless Earbuds,Peripherals,142.79,10,IL,yahoo.com,facebook/social
2023-01-03 12:00:00,CART-1120,Gaming Mouse,Peripherals,104.98,10,FL,yahoo.com,facebook/social
2023-01-03 12:30:00,CART-1121,Gaming Mouse,Audio,187.9,20,NY,gmail.com,facebook/social
2023-01-03 13:00:00,CART-1122,Mechanical Keyboard,Peripherals,28.77,0,NY,outlook.com,email
2023-01-03 13:30:00,CART-1123,Mechanical Keyboard,Peripherals,154.92,15,IL,gmail.com,email
2023-01-03 14:00:00,CART-1124,Phone Case,Peripherals,85.42,0,FL,outlook.com,email
2023-01-03 14:30:00,CART-1125,Wireless Earbuds,Accessories,58.36,10,TX,yahoo.com,email
2023-01-03 15:00:00,CART-1126,Gaming Mouse,Audio,195.51,20,FL,gmail.com,google/cpc
2023-01-03 15:30:00,CART-1127,Gaming Mouse,Audio,140.47,15,TX,outlook.com,facebook/social
2023-01-03 16:00:00,CART-1128,Wireless Earbuds,Audio,51.94,0,CA,yahoo.com,direct
2023-01-03 16:30:00,CART-1129,Wireless Earbuds,Peripherals,67.65,0,TX,yahoo.com,google/cpc
2023-01-03 17:00:00,CART-1130,Mechanical Keyboard,Accessories,106.66,0,CA,gmail.com,email
2023-01-03 17:30:00,CART-1131,Gaming Mouse,Audio,78.13,0,NY,outlook.com,facebook/social
2023-01-03 18:00:00,CART-1132,Mechanical Keyboard,Audio,206.3,20,FL,yahoo.com,google/cpc
2023-01-03 18:30:00,CART-1133,Gaming Mouse,Audio,157.09,20,TX,gmail.com,email
2023-01-03 19:00:00,CART-1134,Phone Case,Audio,216.83,20,CA,yahoo.com,email
2023-01-03 19:30:00,CART-1135,Wireless Earbuds,Accessories,220.88,10,CA,yahoo.com,direct
2023-01-03 20:00:00,CART-1136,Wireless Earbuds,Accessories,129.77,15,FL,gmail.com,direct
2023-01-03 20:30:00,CART-1137,Phone Case,Peripherals,128.7,10,NY,gmail.com,google/cpc
2023-01-03 21:00:00,CART-1138,Wireless Earbuds,Peripherals,200.27,0,IL,gmail.com,direct
2023-01-03 21:30:00,CART-1139,Gaming Mouse,Accessories,48.09,10,TX,gmail.com,facebook/social
2023-01-03 22:00:00,CART-1140,Wireless Earbuds,Audio,28.71,20,TX,yahoo.com,email
2023-01-03 22:30:00,CART-1141,Gaming Mouse,Audio,82.71,10,FL,outlook.com,email
2023-01-03 23:00:00,CART-1142,Gaming Mouse,Accessories,29.97,20,FL,outlook.com,direct
2023-01-03 23:30:00,CART-1143,Mechanical Keyboard,Accessories,91.26,20,NY,yahoo.com,email
2023-01-04 00:00:00,CART-1144,Gaming Mouse,Peripherals,73.53,10,TX,outlook.com,google/cpc
2023-01-04 00:30:00,CART-1145,Phone Case,Peripherals,150.59,20,TX,gmail.com,email
2023-01-04 01:00:00,CART-1146,Mechanical Keyboard,Audio,244.9,0,CA,outlook.com,google/cpc
2023-01-04 01:30:00,CART-1147,Gaming Mouse,Peripherals,225.36,20,NY,yahoo.com,facebook/social
2023-01-04 02:00:00,CART-1148,Phone Case,Peripherals,27.18,15,NY,gmail.com,email
2023-01-04 02:30:00,CART-1149,Gaming Mouse,Accessories,99.48,0,CA,gmail.com,email
2023-01-04 03:00:00,CART-1150,Phone Case,Peripherals,114.78,10,IL,outlook.com,google/cpc
2023-01-04 03:30:00,CART-1151,Wireless Earbuds,Accessories,133.71,0,NY,yahoo.com,google/cpc
2023-01-04 04:00:00,CART-1152,Gaming Mouse,Accessories,34.78,10,TX,yahoo.com,facebook/social
2023-01-04 04:30:00,CART-1153,Mechanical Keyboard,Peripherals,116.39,10,CA,yahoo.com,email
2023-01-04 05:00:00,CART-1154,Wireless Earbuds,Peripherals,44.82,15,CA,yahoo.com,facebook/social
2023-01-04 05:30:00,CART-1155,Phone Case,Audio,19.98,15,TX,yahoo.com,direct
2023-01-04 06:00:00,CART-1156,Gaming Mouse,Audio,188.06,15,CA,yahoo.com,facebook/social
2023-01-04 06:30:00,CART-1157,Wireless Earbuds,Peripherals,73.02,10,FL,gmail.com,email
2023-01-04 07:00:00,CART-1158,Wireless Earbuds,Accessories,163.19,10,IL,outlook.com,email
2023-01-04 07:30:00,CART-1159,Wireless Earbuds,Accessories,189.38,10,NY,gmail.com,facebook/social
2023-01-04 08:00:00,CART-1160,Mechanical Keyboard,Accessories,196.82,0,TX,outlook.com,facebook/social
2023-01-04 08:30:00,CART-1161,Wireless Earbuds,Audio,49.85,0,FL,gmail.com,email
2023-01-04 09:00:00,CART-1162,Mechanical Keyboard,Accessories,80.8,15,TX,yahoo.com,email
2023-01-04 09:30:00,CART-1163,Phone Case,Audio,81.85,0,TX,gmail.com,facebook/social
2023-01-04 10:00:00,CART-1164,Gaming Mouse,Audio,33.8,15,TX,gmail.com,facebook/social
2023-01-04 10:30:00,CART-1165,Phone Case,Accessories,177.92,10,IL,outlook.com,direct
2023-01-04 11:00:00,CART-1166,Wireless Earbuds,Peripherals,49.82,0,TX,outlook.com,facebook/social
2023-01-04 11:30:00,CART-1167,Wireless Earbuds,Accessories,179.69,15,NY,outlook.com,facebook/social
2023-01-04 12:00:00,CART-1168,Gaming Mouse,Peripherals,38.2,0,NY,yahoo.com,facebook/social
2023-01-04 12:30:00,CART-1169,Wireless Earbuds,Peripherals,70.0,20,CA,outlook.com,email
2023-01-04 13:00:00,CART-1170,Phone Case,Audio,117.55,20,FL,gmail.com,facebook/social
2023-01-04 13:30:00,CART-1171,Wireless Earbuds,Accessories,92.64,10,NY,gmail.com,google/cpc
2023-01-04 14:00:00,CART-1172,Mechanical Keyboard,Audio,142.98,15,CA,gmail.com,direct
2023-01-04 14:30:00,CART-1173,Mechanical Keyboard,Accessories,132.25,15,FL,yahoo.com,email
2023-01-04 15:00:00,CART-1174,Wireless Earbuds,Peripherals,173.79,20,IL,gmail.com,google/cpc
2023-01-04 15:30:00,CART-1175,Mechanical Keyboard,Accessories,106.57,10,CA,gmail.com,facebook/social
2023-01-04 16:00:00,CART-1176,Phone Case,Audio,86.32,10,CA,gmail.com,facebook/social
2023-01-04 16:30:00,CART-1177,Wireless Earbuds,Accessories,29.7,15,CA,gmail.com,direct
2023-01-04 17:00:00,CART-1178,Phone Case,Accessories,155.95,15,FL,outlook.com,google/cpc
2023-01-04 17:30:00,CART-1179,Wireless Earbuds,Audio,156.09,15,CA,gmail.com,facebook/social
2023-01-04 18:00:00,CART-1180,Wireless Earbuds,Peripherals,159.81,15,TX,gmail.com,facebook/social
2023-01-04 18:30:00,CART-1181,Phone Case,Audio,154.34,20,NY,yahoo.com,direct
2023-01-04 19:00:00,CART-1182,Mechanical Keyboard,Accessories,171.68,0,TX,outlook.com,google/cpc
2023-01-04 19:30:00,CART-1183,Wireless Earbuds,Audio,241.59,0,TX,gmail.com,email
2023-01-04 20:00:00,CART-1184,Gaming Mouse,Peripherals,230.71,15,IL,gmail.com,email
2023-01-04 20:30:00,CART-1185,Gaming Mouse,Peripherals,115.0,10,CA,outlook.com,email
2023-01-04 21:00:00,CART-1186,Wireless Earbuds,Accessories,93.6,0,TX,outlook.com,email
2023-01-04 21:30:00,CART-1187,Wireless Earbuds,Accessories,24.67,10,NY,yahoo.com,email
2023-01-04 22:00:00,CART-1188,Mechanical Keyboard,Peripherals,146.67,20,IL,outlook.com,email
2023-01-04 22:30:00,CART-1189,Phone Case,Peripherals,247.8,0,TX,gmail.com,google/cpc
2023-01-04 23:00:00,CART-1190,Wireless Earbuds,Accessories,186.43,15,TX,gmail.com,google/cpc
2023-01-04 23:30:00,CART-1191,Phone Case,Peripherals,191.29,15,TX,yahoo.com,facebook/social
2023-01-05 00:00:00,CART-1192,Mechanical Keyboard,Accessories,101.59,10,FL,yahoo.com,facebook/social
2023-01-05 00:30:00,CART-1193,Wireless Earbuds,Peripherals,77.16,0,CA,outlook.com,google/cpc
2023-01-05 01:00:00,CART-1194,Mechanical Keyboard,Peripherals,16.14,15,IL,gmail.com,email
2023-01-05 01:30:00,CART-1195,Wireless Earbuds,Audio,163.74,0,NY,gmail.com,facebook/social
2023-01-05 02:00:00,CART-1196,Wireless Earbuds,Audio,235.55,0,IL,outlook.com,google/cpc
2023-01-05 02:30:00,CART-1197,Mechanical Keyboard,Peripherals,99.43,10,IL,yahoo.com,google/cpc
2023-01-05 03:00:00,CART-1198,Gaming Mouse,Accessories,116.22,10,FL,outlook.com,email
2023-01-05 03:30:00,CART-1199,Phone Case,Accessories,95.81,0,IL,yahoo.com,google/cpc
2023-01-05 04:00:00,CART-1200,Gaming Mouse,Audio,89.46,20,IL,outlook.com,direct
2023-01-05 04:30:00,CART-1201,Phone Case,Audio,226.08,15,IL,outlook.com,google/cpc
2023-01-05 05:00:00,CART-1202,Wireless Earbuds,Accessories,221.96,20,TX,gmail.com,email
2023-01-05 05:30:00,CART-1203,Wireless Earbuds,Peripherals,115.17,0,NY,gmail.com,google/cpc
2023-01-05 06:00:00,CART-1204,Mechanical Keyboard,Audio,142.39,0,FL,outlook.com,facebook/social
2023-01-05 06:30:00,CART-1205,Phone Case,Accessories,95.61,10,TX,gmail.com,email
2023-01-05 07:00:00,CART-1206,Gaming Mouse,Peripherals,189.9,10,IL,gmail.com,google/cpc
2023-01-05 07:30:00,CART-1207,Gaming Mouse,Audio,58.98,15,FL,outlook.com,direct
2023-01-05 08:00:00,CART-1208,Mechanical Keyboard,Audio,185.68,0,FL,yahoo.com,facebook/social
2023-01-05 08:30:00,CART-1209,Phone Case,Accessories,121.44,15,CA,outlook.com,email
2023-01-05 09:00:00,CART-1210,Gaming Mouse,Audio,66.69,15,CA,gmail.com,facebook/social
2023-01-05 09:30:00,CART-1211,Wireless Earbuds,Accessories,66.83,15,CA,gmail.com,google/cpc
2023-01-05 10:00:00,CART-1212,Mechanical Keyboard,Audio,65.9,15,NY,outlook.com,direct
2023-01-05 10:30:00,CART-1213,Gaming Mouse,Peripherals,78.21,10,NY,outlook.com,email
2023-01-05 11:00:00,CART-1214,Phone Case,Accessories,170.38,0,CA,gmail.com,facebook/social
2023-01-05 11:30:00,CART-1215,Phone Case,Accessories,19.36,10,NY,yahoo.com,email
2023-01-05 12:00:00,CART-1216,Phone Case,Peripherals,205.26,0,IL,yahoo.com,email
2023-01-05 12:30:00,CART-1217,Mechanical Keyboard,Accessories,210.07,20,FL,gmail.com,email
2023-01-05 13:00:00,CART-1218,Phone Case,Peripherals,139.34,20,NY,gmail.com,email
2023-01-05 13:30:00,CART-1219,Gaming Mouse,Audio,52.26,0,TX,yahoo.com,email
2023-01-05 14:00:00,CART-1220,Gaming Mouse,Peripherals,186.6,20,IL,outlook.com,google/cpc
2023-01-05 14:30:00,CART-1221,Phone Case,Accessories,237.19,10,FL,outlook.com,facebook/social
2023-01-05 15:00:00,CART-1222,Phone Case,Peripherals,125.72,15,NY,outlook.com,direct
2023-01-05 15:30:00,CART-1223,Wireless Earbuds,Audio,102.5,0,TX,outlook.com,facebook/social
2023-01-05 16:00:00,CART-1224,Mechanical Keyboard,Accessories,88.22,20,IL,outlook.com,direct
2023-01-05 16:30:00,CART-1225,Mechanical Keyboard,Accessories,84.36,20,FL,gmail.com,email
2023-01-05 17:00:00,CART-1226,Wireless Earbuds,Peripherals,153.53,20,TX,gmail.com,facebook/social
2023-01-05 17:30:00,CART-1227,Wireless Earbuds,Accessories,142.26,0,TX,outlook.com,facebook/social
2023-01-05 18:00:00,CART-1228,Gaming Mouse,Peripherals,184.56,0,FL,gmail.com,direct
2023-01-05 18:30:00,CART-1229,Wireless Earbuds,Audio,46.07,20,NY,gmail.com,facebook/social
2023-01-05 19:00:00,CART-1230,Gaming Mouse,Peripherals,212.82,10,CA,yahoo.com,direct
2023-01-05 19:30:00,CART-1231,Mechanical Keyboard,Accessories,153.49,20,FL,outlook.com,email
2023-01-05 20:00:00,CART-1232,Wireless Earbuds,Audio,21.62,0,CA,yahoo.com,google/cpc
2023-01-05 20:30:00,CART-1233,Phone Case,Audio,101.02,15,NY,yahoo.com,email
2023-01-05 21:00:00,CART-1234,Wireless Earbuds,Audio,213.93,0,FL,yahoo.com,direct
2023-01-05 21:30:00,CART-1235,Gaming Mouse,Audio,140.91,15,NY,outlook.com,facebook/social
2023-01-05 22:00:00,CART-1236,Gaming Mouse,Peripherals,248.71,15,FL,outlook.com,google/cpc
2023-01-05 22:30:00,CART-1237,Gaming Mouse,Audio,223.65,0,FL,gmail.com,facebook/social
2023-01-05 23:00:00,CART-1238,Phone Case,Accessories,78.29,10,IL,yahoo.com,google/cpc
2023-01-05 23:30:00,CART-1239,Mechanical Keyboard,Accessories,31.96,10,CA,yahoo.com,facebook/social
2023-01-06 00:00:00,CART-1240,Phone Case,Peripherals,121.61,0,TX,gmail.com,facebook/social
2023-01-06 00:30:00,CART-1241,Mechanical Keyboard,Audio,208.46,20,CA,gmail.com,direct
2023-01-06 01:00:00,CART-1242,Mechanical Keyboard,Audio,35.86,20,FL,yahoo.com,google/cpc
2023-01-06 01:30:00,CART-1243,Gaming Mouse,Peripherals,97.41,20,NY,yahoo.com,google/cpc
2023-01-06 02:00:00,CART-1244,Mechanical Keyboard,Peripherals,123.57,15,CA,gmail.com,direct
2023-01-06 02:30:00,CART-1245,Gaming Mouse,Accessories,43.55,0,IL,yahoo.com,facebook/social
2023-01-06 03:00:00,CART-1246,Wireless Earbuds,Peripherals,104.8,10,IL,gmail.com,google/cpc
2023-01-06 03:30:00,CART-1247,Phone Case,Accessories,180.58,10,NY,gmail.com,direct
2023-01-06 04:00:00,CART-1248,Wireless Earbuds,Audio,101.74,15,FL,outlook.com,google/cpc
2023-01-06 04:30:00,CART-1249,Phone Case,Audio,172.75,0,CA,gmail.com,email
2023-01-06 05:00:00,CART-1250,Gaming Mouse,Accessories,39.65,15,TX,gmail.com,facebook/social
2023-01-06 05:30:00,CART-1251,Mechanical Keyboard,Peripherals,49.75,10,TX,yahoo.com,facebook/social
2023-01-06 06:00:00,CART-1252,Gaming Mouse,Accessories,34.35,10,NY,gmail.com,facebook/social
2023-01-06 06:30:00,CART-1253,Phone Case,Audio,186.37,15,FL,outlook.com,google/cpc
2023-01-06 07:00:00,CART-1254,Wireless Earbuds,Audio,33.82,15,NY,outlook.com,direct
2023-01-06 07:30:00,CART-1255,Wireless Earbuds,Accessories,178.5,0,TX,outlook.com,google/cpc
2023-01-06 08:00:00,CART-1256,Phone Case,Audio,170.17,15,FL,gmail.com,direct
2023-01-06 08:30:00,CART-1257,Mechanical Keyboard,Audio,140.31,20,CA,gmail.com,facebook/social
2023-01-06 09:00:00,CART-1258,Gaming Mouse,Accessories,194.79,10,TX,outlook.com,google/cpc
2023-01-06 09:30:00,CART-1259,Gaming Mouse,Accessories,137.32,10,IL,outlook.com,facebook/social
2023-01-06 10:00:00,CART-1260,Phone Case,Accessories,173.41,20,TX,gmail.com,email
2023-01-06 10:30:00,CART-1261,Phone Case,Peripherals,64.62,20,TX,gmail.com,google/cpc
2023-01-06 11:00:00,CART-1262,Wireless Earbuds,Peripherals,93.74,0,CA,outlook.com,facebook/social
2023-01-06 11:30:00,CART-1263,Mechanical Keyboard,Accessories,89.42,20,CA,gmail.com,direct
